Frequency_Hz,Amplitude
0.0,0.0004713684182379642
5.0,0.00094289110822896
10.0,0.0009429359944587252
15.0,0.0009431298545323882
20.0,0.0009434728234806419
25.0,0.0009437065464877935
30.0,0.0009442495061334268
35.0,0.0009446834675477321
40.0,0.0009452673277285699
45.0,0.0009460014949627746
50.0,1.0000024380757395
55.0,0.0009475640156353339
60.0,0.000948392873888681
65.0,0.00094937364125916
70.0,0.0009505070090380407
75.0,0.0009515330392421438
80.0,0.0009528739492201775
85.0,0.0009541083028914044
90.0,0.0009554977169859925
95.0,0.000957043182599378
100.0,0.0009584831623026183
105.0,0.0009602431064690187
110.0,0.0009618986529104885
115.0,0.0009637136406612431
120.0,0.0009656893853649334
125.0,0.0009675621935870356
130.0,0.0009697617136241879
135.0,0.0009718597357474629
140.0,0.0009741229363617154
145.0,0.0009765529896962489
150.0,0.000978883468358735
155.0,0.000981549241449028
160.0,0.0009841172880672563
165.0,0.0009868577788631218
170.0,0.0009897727919237298
175.0,0.0009925925598106128
180.0,0.0009957582695005465
185.0,0.0009988310708537137
190.0,0.0010020853388143112
195.0,0.0010055236145540885
200.0,0.0010088721491216851
205.0,0.0010125796377882046
210.0,0.001016200315095191
215.0,0.001020013537203757
220.0,0.0010240223853425357
225.0,0.0010279484443345495
230.0,0.0010322492245925915
235.0,0.0010364708759973715
240.0,0.0010408985965637278
245.0,0.0010455361075696248
250.0,0.001050099591091053
255.0,0.0010550568243177583
260.0,0.0010599446025410437
265.0,0.001065054931098945
270.0,0.0010703923017335892
275.0,0.0010756666961507077
280.0,0.0010813577902359529
285.0,0.0010869916343860073
290.0,0.0010928681385596925
295.0,0.001098992736296127
300.0,0.0011050683402954958
305.0,0.0011115883825896808
310.0,0.0011180666353723173
315.0,0.0011248121775456821
320.0,0.0011318316117928254
325.0,0.0011388198319690307
330.0,0.0011462861680356156
335.0,0.0011537304119501378
340.0,0.0011614722897608002
345.0,0.0011695198787102696
350.0,0.0011775590131192907
355.0,0.001186117424947656
360.0,0.0011946790264159121
365.0,0.001203575946561463
370.0,0.0012128181535134726
375.0,0.001222081283107148
380.0,0.0012319144412807946
385.0,0.0012417835325838871
390.0,0.0012520352114086418
395.0,0.0012626819139509105
400.0,0.001273387838579086
405.0,0.0012847270516821707
410.0,0.001296145062984708
415.0,0.0013080056683464514
420.0,0.0013203245878357214
425.0,0.0013327532539115648
430.0,0.001345895103322142
435.0,0.0013591725797509624
440.0,0.0013729699179724554
445.0,0.0013873073007408517
450.0,0.0014018220128173733
455.0,0.0014171524016669817
460.0,0.0014326948836645525
465.0,0.0014488583972285009
470.0,0.0014656693346542862
475.0,0.0014827494859371772
480.0,0.00150077924708871
485.0,0.0015191257969297829
490.0,0.0015382284622093084
495.0,0.0015581225094434246
500.0,0.0015784131155600224
505.0,0.0015998321998136327
510.0,0.0016217143942295926
515.0,0.0016445372667372251
520.0,0.0016683491612743348
525.0,0.0016927381663743382
530.0,0.0017185007622914754
535.0,0.001744936023302414
540.0,0.0017725710791462602
545.0,0.0018014742457632138
550.0,0.0018312175768667254
555.0,0.0018626808613528792
560.0,0.0018951258684881983
565.0,0.0019291464694534029
570.0,0.001964842797037761
575.0,0.002001775394233809
580.0,0.0020409358228672897
585.0,0.0020815503784494477
590.0,0.002124307419400402
595.0,0.0021693604069915225
600.0,0.0022162708117274043
605.0,0.0022661882186688345
610.0,0.0023183145541180216
615.0,0.0023734810168642767
620.0,0.0024319362100181157
625.0,0.0024932737119296284
630.0,0.0025588829814010253
635.0,0.0026279767662197723
640.0,0.0027016216745196628
645.0,0.002780249933970241
650.0,0.0028635658968773742
655.0,0.002953360373713262
660.0,0.0030489582065811142
665.0,0.0031518608307518183
670.0,0.003262892979973934
675.0,0.0033820815793562387
680.0,0.0035119853641335597
685.0,0.003652343310057221
690.0,0.003805591917182694
695.0,0.003973519021649016
700.0,0.004157117902201254
705.0,0.004360717582156312
