Frequency_Hz,Amplitude
2795.0,2.922557815923786e-17
2800.0,5.325188117674411e-17
2805.0,1.6598625187933556e-17
2810.0,2.6326568724228444e-17
2815.0,2.1750980553902223e-17
2820.0,9.7901487975313e-18
2825.0,3.030523145703203e-17
2830.0,6.503537326716603e-17
2835.0,4.98989058618133e-17
2840.0,4.876837651824937e-17
2845.0,4.372123044848292e-17
2850.0,7.833299255734182e-17
2855.0,4.749737603200026e-17
2860.0,2.4737846231844575e-17
2865.0,4.220746806999622e-17
2870.0,4.0688593907165826e-17
2875.0,2.933515505911189e-17
2880.0,4.232377965883162e-17
2885.0,7.119203094644114e-18
2890.0,1.8502620280952163e-17
2895.0,4.032807326466449e-17
2900.0,3.643738749985363e-17
2905.0,3.110707105702161e-17
2910.0,1.8158610717624047e-17
2915.0,3.109346038341821e-17
2920.0,1.341734365008518e-17
2925.0,3.187154157595963e-17
2930.0,2.5035910070666492e-17
2935.0,5.333866456792948e-17
2940.0,4.7978795689508176e-17
2945.0,4.314956483746942e-17
2950.0,3.412265093149259e-17
2955.0,3.676945466968208e-17
2960.0,2.3893641623088387e-17
2965.0,8.962390138716127e-18
2970.0,3.2297509430612587e-17
2975.0,5.578231473570405e-17
2980.0,2.518418856428874e-17
2985.0,4.414647487919171e-17
2990.0,2.0009097564579777e-17
2995.0,4.3574146334647005e-18
3000.0,1.221351802766439e-16
3005.0,5.430283687463104e-17
3010.0,9.65456537353328e-17
3015.0,9.264700775456232e-17
3020.0,1.3045155015861394e-16
3025.0,1.7271961654022722e-16
3030.0,1.579208884026106e-16
3035.0,8.73447425613928e-17
3040.0,1.8742553882762276e-17
3045.0,6.989017156559341e-17
3050.0,8.114206981414258e-17
3055.0,3.722614261082982e-17
3060.0,6.098915945436997e-17
3065.0,1.944179454135821e-17
3070.0,2.5582739953395288e-17
3075.0,1.871329193049591e-17
3080.0,7.725903346645257e-18
3085.0,4.267275958160326e-17
3090.0,2.2164735242289127e-17
3095.0,6.632807192658845e-17
3100.0,4.1332647020154433e-17
3105.0,4.8327346838078423e-17
3110.0,1.1289330941407323e-16
3115.0,4.014566596656082e-17
3120.0,2.2752911133328496e-16
3125.0,2.2095026010341276e-16
3130.0,1.4940627774046275e-16
3135.0,5.077730957218306e-17
3140.0,5.851463151953955e-17
3145.0,7.662390735486411e-17
3150.0,8.914163613253984e-17
3155.0,5.677256277344426e-17
3160.0,6.03062113238445e-17
3165.0,4.0470662737408416e-17
3170.0,6.8549882968144844e-18
3175.0,6.050225971286449e-17
3180.0,8.500374575695066e-17
3185.0,9.770699416849976e-17
3190.0,8.31986267684814e-17
3195.0,2.1932037454409235e-17
3200.0,7.592072607445157e-18
