Frequency_Hz,Amplitude
3060.0,8.285932617323635e-17
3065.0,2.631353311452879e-17
3070.0,4.8734682586673695e-17
3075.0,8.515373236633448e-17
3080.0,3.500784782680133e-17
3085.0,4.4089827125089115e-17
3090.0,4.756410799692923e-17
3095.0,9.44391215419754e-17
3100.0,4.131584530171012e-17
3105.0,7.090518353179027e-17
3110.0,9.995008125577942e-17
3115.0,4.086421571282155e-17
3120.0,2.706559669228379e-16
3125.0,2.3434351429290737e-16
3130.0,1.215674823070219e-16
3135.0,4.840288934617114e-17
3140.0,6.183936337748558e-17
3145.0,9.650849617611517e-17
3150.0,9.006102985331615e-17
3155.0,7.228303622597407e-17
3160.0,6.967119702203835e-17
3165.0,1.7358479119348407e-17
3170.0,6.649180837155191e-17
3175.0,1.2303547692674718e-16
3180.0,1.209044967245228e-16
3185.0,4.912437053502303e-17
3190.0,1.0956204701679749e-16
3195.0,1.0958217084400663e-17
3200.0,1.4145824825189883e-17
